Database Name	Operetta CLS
Database Link	http://sv-01-366/ODA/OdaService.asmx
Evaluation Signature	2b185cda-bd25-4ec7-abb1-d37a8cb17dad
Plate Name	19.06.24 OPP ISRIB
Measurement	Measurement 1
Evaluation	Evaluation8
Population	Population - Cells

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Cells - Intensity Cell 5-TAMRA Mean	Cells - Intensity Cell 5-TAMRA Minimum	
2	2	1	0	18	15	2121	1280	[2074,1172,2159,1397]	313,46	-708,96					717,668	344	
2	2	1	0	18	16	23	1236	[0,1177,44,1389]	-316,03	-707,24					488,557	375	
2	2	1	0	18	17	825	1309	[783,1250,898,1405]	-72,42	-720,42					992,088	585	
2	2	1	0	18	18	1600	1354	[1532,1261,1704,1476]	155,21	-730,74					1249,16	545	
2	2	1	0	18	19	888	1436	[837,1396,950,1498]	-53,82	-754,86					1230,08	557	
2	2	1	0	18	20	1673	1538	[1524,1472,1736,1599]	168,19	-782,12					1409,41	606	
2	2	1	0	18	21	2129	1579	[2093,1497,2159,1646]	314,66	-793,77					569,962	353	
2	2	1	0	18	22	760	1640	[607,1574,834,1698]	-101,42	-811,15					874,071	527	
2	2	1	0	18	23	944	1605	[828,1575,1056,1643]	-38,95	-803,85					930,219	518	
2	2	1	0	18	24	1971	1700	[1857,1655,2032,1729]	259,05	-829,32					557,538	403	
2	2	1	0	18	25	1291	1773	[1218,1713,1364,1810]	64,37	-850,55					1083,18	563	
2	2	1	0	18	26	2017	1894	[1964,1745,2159,1946]	298,01	-877,41					763,165	330	
2	2	1	0	18	27	292	1895	[191,1825,402,1981]	-233,08	-890,98					1289,43	511	
2	2	1	0	18	28	1928	1887	[1900,1828,1971,1955]	255,92	-887,3					1308,15	486	
2	2	1	0	18	29	1910	1959	[1832,1856,1978,2075]	248,89	-907,88					1041,65	445	
2	2	1	0	18	30	132	1962	[0,1876,205,2125]	-287,53	-918,28					953,355	417	
2	2	1	0	18	31	1506	1938	[1439,1897,1564,1978]	128,12	-901,77					879,998	546	
2	2	1	0	18	32	1047	1983	[937,1901,1114,2083]	-11,44	-912,37					1073,99	527	
2	2	1	0	18	33	495	1991	[458,1925,531,2028]	-171,66	-916,57					1185,97	539	
2	2	1	0	18	34	428	2065	[381,1968,481,2123]	-193,11	-937,94					949,525	499	
2	2	1	0	1	1	503	95	[362,0,566,143]	-180,75	301,6					451,252	233	
2	2	1	0	1	2	1120	43	[1046,0,1216,86]	15,52	312,08					606,812	245	
2	2	1	0	1	3	345	300	[300,185,394,482]	-217,84	227,34					584,309	331	
2	2	1	0	1	4	1176	286	[1150,260,1238,373]	32,13	230,61					515,798	397	
2	2	1	0	1	5	165	506	[134,386,224,768]	-270,66	156,07					724,26	404	
2	2	1	0	1	6	1039	850	[962,667,1093,924]	-17,45	77,23					831,688	513	
2	2	1	0	1	7	1343	781	[1250,705,1441,850]	75,48	89,93					902,282	526	
2	2	1	0	1	8	679	817	[632,783,763,868]	-118,32	75,64					632,877	475	
2	2	1	0	1	9	1403	901	[1308,822,1471,951]	94,61	56,87					677,373	514	
2	2	1	0	1	10	1378	1008	[1341,964,1416,1073]	89,64	18,74					829,329	524	
2	2	1	0	1	11	1464	1333	[1324,1272,1516,1409]	108,1	-73,3					620,894	493	
