Database Name	Operetta CLS
Database Link	http://sv-01-366/ODA/OdaService.asmx
Evaluation Signature	8b82562c-8103-4e1a-9d8f-fa87b04ad1b9
Plate Name	2023-04-27-OPP
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - Cells

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Cells - Intensity Cell 5-TAMRA Mean	Cells - Intensity Cell 5-TAMRA Minimum	
2	2	1	0	4	138	648	1355	[555,1304,704,1401]	-776,84	-730,5					2021,24	1166	
2	2	1	0	4	139	1917	1457	[1823,1329,1985,1590]	-398,49	-754,93					1290,85	744	
2	2	1	0	4	140	269	1430	[172,1369,362,1493]	-889,04	-749,97					1516	824	
2	2	1	0	4	141	1011	1432	[937,1375,1083,1491]	-665,45	-750,97					1668,26	1227	
2	2	1	0	4	142	1517	1504	[1454,1374,1578,1647]	-514,47	-772,4					1959,34	1055	
2	2	1	0	4	143	1629	1434	[1585,1379,1674,1498]	-480,96	-751,76					1979,49	1441	
2	2	1	0	4	144	1360	1421	[1301,1384,1440,1469]	-558,72	-749,11					2637,16	1246	
2	2	1	0	4	145	796	1428	[707,1392,856,1463]	-733,94	-750,16					2145,09	1177	
2	2	1	0	4	146	461	1466	[372,1392,527,1548]	-831,87	-763,69					1450,56	887	
2	2	1	0	4	147	632	1448	[553,1402,692,1496]	-780,11	-757,55					1296,96	852	
2	2	1	0	4	148	1717	1494	[1661,1406,1765,1563]	-456,56	-769,25					2064,39	1289	
2	2	1	0	4	149	1213	1517	[1167,1417,1263,1573]	-603,21	-770,34					2835,1	1490	
2	2	1	0	4	150	736	1518	[666,1428,897,1592]	-736,75	-776,39					2099,9	900	
2	2	1	0	4	151	948	1521	[902,1436,1003,1576]	-684,51	-777,2					1932,26	1166	
2	2	1	0	4	152	1607	1531	[1557,1444,1675,1604]	-487,82	-778,59					2028,69	997	
2	2	1	0	4	153	2052	1536	[1980,1442,2125,1675]	-353,3	-786,79					1602,7	704	
2	2	1	0	4	154	1434	1527	[1393,1461,1491,1611]	-537,31	-782,14					2128,65	1339	
2	2	1	0	4	155	1084	1536	[992,1477,1135,1595]	-646,26	-781,29					2084,19	1023	
2	2	1	0	4	156	1346	1581	[1306,1485,1415,1650]	-562,42	-791,02					2141,36	1155	
2	2	1	0	4	157	617	1532	[576,1488,678,1636]	-781,8	-789,31					1513,45	914	
2	2	1	0	4	158	1772	1579	[1739,1507,1817,1660]	-436,46	-795,36					1853,84	954	
2	2	1	0	4	159	1868	1631	[1812,1535,1928,1717]	-409,01	-809,86					1530,48	900	
2	2	1	0	4	160	33	1581	[0,1534,77,1666]	-958,67	-800,52					1869,66	923	
2	2	1	0	4	161	913	1636	[859,1535,978,1716]	-694,07	-810,94					1630,43	913	
2	2	1	0	4	162	395	1617	[283,1547,504,1759]	-851,48	-814,81					1801,73	872	
2	2	1	0	4	163	1001	1619	[956,1541,1047,1734]	-667,38	-811,87					2467,4	1083	
2	2	1	0	4	164	1628	1663	[1561,1579,1708,1763]	-478,88	-820,87					1939,21	1206	
2	2	1	0	4	165	770	1654	[710,1588,846,1717]	-735,42	-818,44					1701,77	940	
2	2	1	0	4	166	239	1807	[189,1586,311,1890]	-894,55	-845,38					1552,64	909	
2	2	1	0	4	167	595	1692	[494,1596,648,1740]	-796,19	-824,91					1703,63	933	
2	2	1	0	4	168	170	1702	[113,1628,209,1836]	-919,25	-840,84					2017,5	896	
2	2	1	0	4	169	52	1746	[0,1654,110,1853]	-952,08	-850					1377,25	696	
2	2	1	0	4	170	2112	1813	[2036,1670,2159,1932]	-337,4	-857,79					1257,76	656	
2	2	1	0	4	171	1085	1744	[1017,1682,1129,1805]	-643,93	-844,33					1961,94	920	
2	2	1	0	4	172	1955	1776	[1884,1676,2025,1898]	-382,82	-855,16					1564,66	889	
2	2	1	0	4	173	875	1740	[798,1684,976,1808]	-706,45	-844,48					1464,06	887	
2	2	1	0	4	174	709	1751	[642,1705,801,1821]	-753,96	-847,62					1447,33	852	
2	2	1	0	4	175	326	1763	[271,1717,431,1818]	-865,05	-851,47					2001,69	908	
2	2	1	0	4	176	906	1837	[834,1737,988,1924]	-693,91	-870,23					2778,17	893	
2	2	1	0	4	177	541	1821	[483,1742,603,1883]	-803,8	-866,06					2527,21	1151	
2	2	1	0	4	178	1027	1878	[967,1749,1077,1925]	-662,21	-875,2					1631,14	877	
2	2	1	0	4	179	651	1861	[591,1750,710,1937]	-771,92	-876,2					2555,81	938	
2	2	1	0	4	180	1269	1847	[1221,1769,1334,1920]	-587,14	-875,38					1881,93	1085	
2	2	1	0	4	181	1371	1855	[1326,1777,1420,1923]	-557,83	-876,56					2092,5	1156	
2	2	1	0	4	182	1880	1877	[1817,1786,1962,1953]	-402,99	-882,48					1763,59	922	
2	2	1	0	4	183	749	1852	[664,1803,791,2003]	-747,49	-892,03					1604,93	813	
2	2	1	0	4	184	1514	1847	[1454,1807,1607,1939]	-510,29	-879,43					1919,95	1117	
2	2	1	0	4	185	286	1910	[224,1829,342,1970]	-880,65	-893,46					1261,87	817	
2	2	1	0	4	186	1698	1911	[1662,1818,1736,1949]	-459,99	-888,81					1709,77	887	
2	2	1	0	4	187	154	1891	[110,1830,214,1974]	-920,65	-892,44					2037,27	905	
2	2	1	0	4	188	404	1905	[334,1837,492,1971]	-845,4	-894,07					1767,7	953	
2	2	1	0	4	189	552	1951	[477,1872,622,2041]	-799,03	-908,08					1666,81	942	
2	2	1	0	4	190	1508	1965	[1411,1873,1562,2004]	-522,12	-902,9					2251,8	1624	
2	2	1	0	4	191	62	1961	[14,1883,123,2041]	-947,2	-908,34					1382,98	873	
2	2	1	0	4	192	968	1938	[891,1893,1069,2017]	-675,25	-907,58					1593,93	896	
